 ID Ιατρού |   Επώνυμο Ιατρού   | Όνομα Ιατρού | Επίπεδο Ιεραρχίας | Κωδικός Επόπτη |   Επώνυμο Επόπτη   | Όνομα Επόπτη | Βαθμίδα Επόπτη 
       301 | Μπαλλή             | Αγησίλαος    |                 2 |             53 | Ζηρός              | Αντίπατρος   | Διευθυντής
       302 | Καφαντάρης         | Πέτρος       |                 1 |              1 | Τουρναβίτης        | Ανδρονίκη    | Διευθυντής
       303 | Κατσιγιάννης       | Αριστέα      |                 1 |            157 | Χριστάρας          | Δωρόθεος     | Επιμελητής Α
       303 | Κατσιγιάννης       | Αριστέα      |                 2 |             40 | Μασαούτη           | Στυλιανή     | Διευθυντής
       304 | Ιωσηφίδου          | Δρόσος       |                 1 |            262 | Αντωνέας           | Αταλάντη     | Επιμελητής Α
       304 | Ιωσηφίδου          | Δρόσος       |                 2 |             55 | Φυτιλή             | Σπυριδούλα   | Διευθυντής
       305 | Κουλαουσάρη        | Κρινιώ       |                 1 |            261 | Μπαγανάς           | Μαύρος       | Επιμελητής Α
       305 | Κουλαουσάρη        | Κρινιώ       |                 2 |             13 | Θεοχάρης           | Μαγδαληνός   | Διευθυντής
       306 | Κοντογιάννη        | Μαριάννα     |                 1 |            260 | Μοσχοβάκη          | Μακάριος     | Επιμελητής Α
       306 | Κοντογιάννη        | Μαριάννα     |                 2 |             10 | Κεσκίνη            | Γερακίνα     | Διευθυντής
       307 | Λιούκα             | Σάββας       |                 1 |            139 | Οικονόμου          | Χριστιάν     | Επιμελητής Α
       307 | Λιούκα             | Σάββας       |                 2 |             46 | Χατζηβλασίου       | Υβόννη       | Διευθυντής
       308 | Μαγκαφοπούλου      | Φοίβος       |                 1 |            206 | Γιασημάκης         | Αθηνόδωρος   | Επιμελητής Α
       308 | Μαγκαφοπούλου      | Φοίβος       |                 2 |             17 | Χουρζαμάνη         | Ξανθή        | Διευθυντής
       309 | Κακοτρίχη          | Παυσανίας    |                 1 |            227 | Μανίκας            | Μικές        | Επιμελητής Α
       309 | Κακοτρίχη          | Παυσανίας    |                 2 |             17 | Χουρζαμάνη         | Ξανθή        | Διευθυντής
       310 | Σιώρης             | Νίκανδρος    |                 1 |            141 | Κουτσογιάννόπουλος | Αννίκα       | Επιμελητής Α
       310 | Σιώρης             | Νίκανδρος    |                 2 |             50 | Τόμπρη             | Κυπριανή     | Διευθυντής
       311 | Παλαμπουγιούκη     | Αμφιτρίτη    |                 1 |            119 | Παλιούρα           | Σμαράγδα     | Επιμελητής Α
       311 | Παλαμπουγιούκη     | Αμφιτρίτη    |                 2 |             37 | Ταφραλή            | Λεμονής      | Διευθυντής
       312 | Πολέμη             | Ρέα          |                 1 |              9 | Σεμπέπου           | Ξανθίππη     | Διευθυντής
       313 | Τσικνιάς           | Ματθίλδη     |                 1 |            200 | Πέππας             | Νικηφόρος    | Επιμελητής Α
       313 | Τσικνιάς           | Ματθίλδη     |                 2 |              1 | Τουρναβίτης        | Ανδρονίκη    | Διευθυντής
       314 | Θεοδοσίου          | Φωτεινή      |                 1 |            140 | Κωσταλής           | Κηρύκος      | Επιμελητής Α
       314 | Θεοδοσίου          | Φωτεινή      |                 2 |             87 | Τσούμος            | Βελισσάριος  | Διευθυντής
       315 | Κεσκίνη            | Δωροθέα      |                 1 |            211 | Καρβέλη            | Ευσεβεία     | Επιμελητής Α
       315 | Κεσκίνη            | Δωροθέα      |                 2 |             63 | Γούλα              | Αλεξάνδρα    | Διευθυντής
       316 | Βυζιηνού           | Ντανιέλα     |                 1 |            228 | Φωκαδελής          | Βικτόρια     | Επιμελητής Α
       316 | Βυζιηνού           | Ντανιέλα     |                 2 |             76 | Γιαννούκος         | Κατερίνα     | Διευθυντής
       317 | Ρήγας              | Ευλαμπία     |                 1 |             29 | Σταθόπουλος        | Παρασκευάς   | Διευθυντής
       318 | Ντζιαβίδα          | Κομνηνός     |                 1 |              8 | Μπίλλας            | Παντελεήμων  | Διευθυντής
       319 | Γραμματικόπουλος   | Σπυράννα     |                 1 |            129 | Τσιωλξ             | Ηλίας        | Επιμελητής Α
       319 | Γραμματικόπουλος   | Σπυράννα     |                 2 |             65 | Αναστασόπουλος     | Πέτρα        | Διευθυντής
       320 | Κωτσιονοπούλου     | Ρέα          |                 1 |             27 | Τολούδης           | Ανδρονίκη    | Διευθυντής
       321 | Τσικρίκα           | Θηρεσία      |                 1 |            105 | Πάντζιου           | Βενιζέλος    | Επιμελητής Α
       321 | Τσικρίκα           | Θηρεσία      |                 2 |             25 | Βούκας             | Ζαχαρένια    | Διευθυντής
       322 | Αγγελουσοπούλου    | Τιμόθεος     |                 1 |            205 | Συρμού             | Γαρυφαλλιά   | Επιμελητής Α
       322 | Αγγελουσοπούλου    | Τιμόθεος     |                 2 |             68 | Βουλγαρίδου        | Απόλλων      | Διευθυντής
       323 | Αλεξανδρόπουλος    | Θέτις        |                 1 |            218 | Ζώη                | Τατιάνα      | Επιμελητής Α
       323 | Αλεξανδρόπουλος    | Θέτις        |                 2 |             16 | Χρονόπουλος        | Γαλάτεια     | Διευθυντής
       324 | Παργανάς           | Αρτέμιος     |                 1 |             39 | Στυλιανίδου        | Αρχιμήδης    | Διευθυντής
       325 | Δαυίδ              | Σπήλιος      |                 1 |            211 | Καρβέλη            | Ευσεβεία     | Επιμελητής Α
       325 | Δαυίδ              | Σπήλιος      |                 2 |             63 | Γούλα              | Αλεξάνδρα    | Διευθυντής
       326 | Ρουσιανός          | Νικολίτσα    |                 1 |             79 | Χουλιάρας          | Λητώ         | Διευθυντής
       327 | Καρατζίκος         | Θεοχαρούλα   |                 1 |             94 | Παπαευαγγέλου      | Ευτύχιος     | Επιμελητής Α
       327 | Καρατζίκος         | Θεοχαρούλα   |                 2 |             73 | Κωνσταντακόπουλος  | Σάββας       | Διευθυντής
       328 | Τουρνά             | Αντίγονος    |                 1 |            234 | Πουλημένος         | Στεφανία     | Επιμελητής Α
       328 | Τουρνά             | Αντίγονος    |                 2 |             24 | Μπακοστεργίου      | Μαλβίνα      | Διευθυντής
       329 | Αβαγιανός          | Κλεομένης    |                 1 |             54 | Αμπλιάνιτης        | Στέργιος     | Διευθυντής
       330 | Κίσσας             | Κασσάνδρα    |                 1 |             15 | Κιοσές             | Τιμοθέα      | Διευθυντής
       331 | Πατινιωτάκη        | Ταξιάρχης    |                 1 |            111 | Γιακαμόζη          | Λασκαρίνα    | Επιμελητής Α
       331 | Πατινιωτάκη        | Ταξιάρχης    |                 2 |             45 | Σιμητοπούλου       | Γερασιμούλα  | Διευθυντής
       332 | Μπαντές            | Νικητία      |                 1 |            111 | Γιακαμόζη          | Λασκαρίνα    | Επιμελητής Α
       332 | Μπαντές            | Νικητία      |                 2 |             45 | Σιμητοπούλου       | Γερασιμούλα  | Διευθυντής
       333 | Κεσεμίδης          | Βεατρίκη     |                 1 |             94 | Παπαευαγγέλου      | Ευτύχιος     | Επιμελητής Α
       333 | Κεσεμίδης          | Βεατρίκη     |                 2 |             73 | Κωνσταντακόπουλος  | Σάββας       | Διευθυντής
       334 | Πεμούση            | Πλάτων       |                 1 |             16 | Χρονόπουλος        | Γαλάτεια     | Διευθυντής
       335 | Παπαθανασίου       | Βαρσάμος     |                 1 |            156 | Σφύρλας            | Ευρυδίκη     | Επιμελητής Α
       335 | Παπαθανασίου       | Βαρσάμος     |                 2 |             61 | Γιαπατζής          | Φλωρεντία    | Διευθυντής
       336 | Πασσαλίδης         | Πανωραία     |                 1 |             51 | Ανδρουλιδάκης      | Νικητία      | Διευθυντής
       337 | Νασιόπουλος        | Νίκανδρος    |                 1 |            253 | Σκρέκας            | Βιολέτα      | Επιμελητής Α
       337 | Νασιόπουλος        | Νίκανδρος    |                 2 |             40 | Μασαούτη           | Στυλιανή     | Διευθυντής
       338 | Τασιούλας          | Θέκλα        |                 1 |            225 | Πλακωτάρης         | Γερασιμούλα  | Επιμελητής Α
       338 | Τασιούλας          | Θέκλα        |                 2 |             50 | Τόμπρη             | Κυπριανή     | Διευθυντής
       339 | Παπαευαγγελίου     | Αριστομένης  |                 1 |            262 | Αντωνέας           | Αταλάντη     | Επιμελητής Α
       339 | Παπαευαγγελίου     | Αριστομένης  |                 2 |             55 | Φυτιλή             | Σπυριδούλα   | Διευθυντής
       340 | Γεωργούλα          | Ιωνάς        |                 1 |            264 | Τραγούστη          | Λυδία        | Επιμελητής Α
       340 | Γεωργούλα          | Ιωνάς        |                 2 |             23 | Τζιώτζης           | Γιασεμή      | Διευθυντής
       341 | Πουλίδα            | Ναταλία      |                 1 |             72 | Σταμούλη           | Παγώνα       | Διευθυντής
       342 | Σαλταούρας         | Ευφροσύνη    |                 1 |            145 | Κουτχιάς           | Αγγελική     | Επιμελητής Α
       342 | Σαλταούρας         | Ευφροσύνη    |                 2 |             53 | Ζηρός              | Αντίπατρος   | Διευθυντής
       343 | Μακρής             | Καλλιρόη     |                 1 |            213 | Τορομίδης          | Κασσιανή     | Επιμελητής Α
       343 | Μακρής             | Καλλιρόη     |                 2 |             86 | Χατζελλής          | Ελισάβετ     | Διευθυντής
       344 | Δαυίδ              | Ξανθίππη     |                 1 |            101 | Χαρτερός           | Θάλεια       | Επιμελητής Α
       344 | Δαυίδ              | Ξανθίππη     |                 2 |              9 | Σεμπέπου           | Ξανθίππη     | Διευθυντής
       345 | Ζουλούμης          | Διαλεκτή     |                 1 |            257 | Ξένου              | Σταμάτης     | Επιμελητής Α
       345 | Ζουλούμης          | Διαλεκτή     |                 2 |             68 | Βουλγαρίδου        | Απόλλων      | Διευθυντής
       346 | Ιωσηφίδης          | Χαρίκλεια    |                 1 |            241 | Μαγκούφης          | Πολύκαρπος   | Επιμελητής Α
       346 | Ιωσηφίδης          | Χαρίκλεια    |                 2 |             77 | Καρτάς             | Άλκηστις     | Διευθυντής
       347 | Ρουσιανός          | Πέτρος       |                 1 |             61 | Γιαπατζής          | Φλωρεντία    | Διευθυντής
       348 | Διαμαντοπούλου     | Αδάμ         |                 1 |            117 | Βαλαβάνης          | Μαγδαληνός   | Επιμελητής Α
       348 | Διαμαντοπούλου     | Αδάμ         |                 2 |             32 | Γεωργή             | Λέανδρος     | Διευθυντής
       349 | Σταμούλη           | Λουκάς       |                 1 |             54 | Αμπλιάνιτης        | Στέργιος     | Διευθυντής
       350 | Παπατρέχας         | Σεβαστιανός  |                 1 |            220 | Δραμουντάνη        | Συμεώνη      | Επιμελητής Α
       350 | Παπατρέχας         | Σεβαστιανός  |                 2 |             33 | Ρουπακάς           | Βλασία       | Διευθυντής
       351 | Κουτουζίδου        | Ασκληπιός    |                 1 |            117 | Βαλαβάνης          | Μαγδαληνός   | Επιμελητής Α
       351 | Κουτουζίδου        | Ασκληπιός    |                 2 |             32 | Γεωργή             | Λέανδρος     | Διευθυντής
       352 | Σουλιντζής         | Μηλιά        |                 1 |            240 | Ξενάκη             | Νεόκλεια     | Επιμελητής Α
       352 | Σουλιντζής         | Μηλιά        |                 2 |             56 | Παπαδάκης          | Γιάννης      | Διευθυντής
       353 | Σύκας              | Πελαγία      |                 1 |            102 | Δαμήλου            | Καλυψώ       | Επιμελητής Α
       353 | Σύκας              | Πελαγία      |                 2 |              1 | Τουρναβίτης        | Ανδρονίκη    | Διευθυντής
       354 | Νέλος              | Ευδοξία      |                 1 |            117 | Βαλαβάνης          | Μαγδαληνός   | Επιμελητής Α
       354 | Νέλος              | Ευδοξία      |                 2 |             32 | Γεωργή             | Λέανδρος     | Διευθυντής
       355 | Μηλιάδου           | Κικιλία      |                 1 |            239 | Κανταρελή          | Αδαμάντιος   | Επιμελητής Α
       355 | Μηλιάδου           | Κικιλία      |                 2 |             55 | Φυτιλή             | Σπυριδούλα   | Διευθυντής
       356 | Καρβέλη            | Ζαχαρούλα    |                 1 |            244 | Ζενεμπίσης         | Νεοκλής      | Επιμελητής Α
       356 | Καρβέλη            | Ζαχαρούλα    |                 2 |             53 | Ζηρός              | Αντίπατρος   | Διευθυντής
       357 | Κωστάκης           | Ματθίλδη     |                 1 |            187 | Γιαννέλος          | Αγγελική     | Επιμελητής Α
       357 | Κωστάκης           | Ματθίλδη     |                 2 |             34 | Καραγρηγορίου      | Χαραλαμπία   | Διευθυντής
       358 | Κουμάρα            | Πυθαγόρας    |                 1 |            261 | Μπαγανάς           | Μαύρος       | Επιμελητής Α
       358 | Κουμάρα            | Πυθαγόρας    |                 2 |             13 | Θεοχάρης           | Μαγδαληνός   | Διευθυντής
       359 | Μωυσίδου           | Χαρίλαος     |                 1 |            117 | Βαλαβάνης          | Μαγδαληνός   | Επιμελητής Α
       359 | Μωυσίδου           | Χαρίλαος     |                 2 |             32 | Γεωργή             | Λέανδρος     | Διευθυντής
       360 | Τοσούνη            | Στέλλιος     |                 1 |             21 | Γούλα              | Αγάπη        | Διευθυντής
       361 | Δόσης              | Αυγέρης      |                 1 |            201 | Κονιάρη            | Χιονιά       | Επιμελητής Α
       361 | Δόσης              | Αυγέρης      |                 2 |              5 | Δουλάμης           | Προδρομία    | Διευθυντής
       362 | Γρίβας             | Ταξιαρχία    |                 1 |            122 | Καραγρηγορίου      | Ραχήλ        | Επιμελητής Α
       362 | Γρίβας             | Ταξιαρχία    |                 2 |             11 | Γεωργιάδου         | Μαριγώ       | Διευθυντής
       363 | Θεοχάρης           | Μακρίνα      |                 1 |             42 | Μαστρογιώργης      | Αμβροσία     | Διευθυντής
       364 | Αβαγιανός          | Αρχέλαος     |                 1 |            185 | Λιναρδάκη          | Αγόρω        | Επιμελητής Α
       364 | Αβαγιανός          | Αρχέλαος     |                 2 |             56 | Παπαδάκης          | Γιάννης      | Διευθυντής
       365 | Μοσχόπουλος        | Φραγκίσκος   |                 1 |            202 | Μαυρούτσος         | Γενοβέφα     | Επιμελητής Α
       365 | Μοσχόπουλος        | Φραγκίσκος   |                 2 |             79 | Χουλιάρας          | Λητώ         | Διευθυντής
       366 | Τσακανίκας         | Δέσποινα     |                 1 |            210 | Σιγανός            | Αγγελική     | Επιμελητής Α
       366 | Τσακανίκας         | Δέσποινα     |                 2 |              8 | Μπίλλας            | Παντελεήμων  | Διευθυντής
       367 | Κίσσας             | Ρεβέκκα      |                 1 |            251 | Καλαργυρός         | Ερατώ        | Επιμελητής Α
       367 | Κίσσας             | Ρεβέκκα      |                 2 |             38 | Μαμαλά             | Γαβριήλ      | Διευθυντής
       368 | Κετεσίδου          | Ακρίτας      |                 1 |            194 | Δουκατζής          | Αντιγόνη     | Επιμελητής Α
       368 | Κετεσίδου          | Ακρίτας      |                 2 |             31 | Βαλτάς             | Ροδόκλεια    | Διευθυντής
       369 | Ταβερναράκης       | Κοραλία      |                 1 |             53 | Ζηρός              | Αντίπατρος   | Διευθυντής
       370 | Ζηρός              | Ηλίας        |                 1 |             16 | Χρονόπουλος        | Γαλάτεια     | Διευθυντής
       371 | Βαλιάκα            | Βικτωρία     |                 1 |            184 | Αντωνόπουλος       | Βαλέριος     | Επιμελητής Α
       371 | Βαλιάκα            | Βικτωρία     |                 2 |             15 | Κιοσές             | Τιμοθέα      | Διευθυντής
       372 | Τζιάβας            | Ιακωβίνα     |                 1 |              3 | Τριφτανίδου        | Γαρυφαλλιά   | Διευθυντής
       373 | Κεσαλίδης          | Ράλλης       |                 1 |             31 | Βαλτάς             | Ροδόκλεια    | Διευθυντής
       374 | Βούλγαρης          | Θέμις        |                 1 |            259 | Στεργιαλής         | Ζηνόβιος     | Επιμελητής Α
       374 | Βούλγαρης          | Θέμις        |                 2 |              4 | Μπαρκούτα          | Πρόδρομος    | Διευθυντής
       375 | Αξαόπουλος         | Ιππόλυτος    |                 1 |             33 | Ρουπακάς           | Βλασία       | Διευθυντής
       376 | Τσιαμούρας         | Πάτροκλος    |                 1 |             57 | Βουτσάς            | Μεταξία      | Διευθυντής
       377 | Γκάγκας            | Βασίλειος    |                 1 |             68 | Βουλγαρίδου        | Απόλλων      | Διευθυντής
       378 | Μυλωνίδου          | Άλκηστις     |                 1 |            129 | Τσιωλξ             | Ηλίας        | Επιμελητής Α
       378 | Μυλωνίδου          | Άλκηστις     |                 2 |             65 | Αναστασόπουλος     | Πέτρα        | Διευθυντής
       379 | Μεϊμάρης           | Συμέλα       |                 1 |             23 | Τζιώτζης           | Γιασεμή      | Διευθυντής
       380 | Φωτόπουλος         | Ντανιέλα     |                 1 |             72 | Σταμούλη           | Παγώνα       | Διευθυντής
       381 | Ανδρικόπουλος      | Μάριος       |                 1 |            160 | Αργυρόπουλος       | Τερψιχόρη    | Επιμελητής Α
       381 | Ανδρικόπουλος      | Μάριος       |                 2 |             28 | Ευαγγελάτος        | Ιάσονας      | Διευθυντής
       382 | Κουταλιός          | Μιχαέλα      |                 1 |            118 | Μανιάτη            | Ευπραξία     | Επιμελητής Α
       382 | Κουταλιός          | Μιχαέλα      |                 2 |             27 | Τολούδης           | Ανδρονίκη    | Διευθυντής
       383 | Γιαννούκος         | Αλκιβιάδης   |                 1 |            230 | Αναστασόπουλος     | Δράκων       | Επιμελητής Α
       383 | Γιαννούκος         | Αλκιβιάδης   |                 2 |             63 | Γούλα              | Αλεξάνδρα    | Διευθυντής
       384 | Ελευθερίου         | Αρχιμήδης    |                 1 |            265 | Γρηγορόπουλος      | Παναγία      | Επιμελητής Α
       384 | Ελευθερίου         | Αρχιμήδης    |                 2 |             52 | Οικονόμου          | Παρθένα      | Διευθυντής
       385 | Κουβάς             | Αίας         |                 1 |             53 | Ζηρός              | Αντίπατρος   | Διευθυντής
       386 | Λεπίδα             | Βερόνικα     |                 1 |             26 | Κερασοβίτης        | Αρέθα        | Διευθυντής
       387 | Γεωργούλα          | Ιορδανία     |                 1 |            179 | Παπασπηλιωτοπούλου | Ιερόθεος     | Επιμελητής Α
       387 | Γεωργούλα          | Ιορδανία     |                 2 |             25 | Βούκας             | Ζαχαρένια    | Διευθυντής
       388 | Μπακοστεργίου      | Θεοχαρούλα   |                 1 |            209 | Τριανταφύλλου      | Ανδρονίκη    | Επιμελητής Α
       388 | Μπακοστεργίου      | Θεοχαρούλα   |                 2 |             27 | Τολούδης           | Ανδρονίκη    | Διευθυντής
       389 | Λυμπέρης           | Ιωνάς        |                 1 |            144 | Φουτσιτζής         | Καλομοίρα    | Επιμελητής Α
       389 | Λυμπέρης           | Ιωνάς        |                 2 |             83 | Καλαθά             | Ερρίκος      | Διευθυντής
       390 | Πικούνης           | Ζαφειρία     |                 1 |            237 | Χριστόπουλος       | Βαγιανή      | Επιμελητής Α
       390 | Πικούνης           | Ζαφειρία     |                 2 |             49 | Ρήγας              | Ευλαμπία     | Διευθυντής
       391 | Βορλόκας           | Πέτρος       |                 1 |            202 | Μαυρούτσος         | Γενοβέφα     | Επιμελητής Α
       391 | Βορλόκας           | Πέτρος       |                 2 |             79 | Χουλιάρας          | Λητώ         | Διευθυντής
       392 | Ακαλίδης           | Ιακωβίνα     |                 1 |            142 | Νασίκας            | Λεωνίδας     | Επιμελητής Α
       392 | Ακαλίδης           | Ιακωβίνα     |                 2 |             86 | Χατζελλής          | Ελισάβετ     | Διευθυντής
       393 | Σαμανίδης          | Σωτήρης      |                 1 |            167 | Ακαλίδης           | Νικολέτα     | Επιμελητής Α
       393 | Σαμανίδης          | Σωτήρης      |                 2 |             60 | Βούλκος            | Ερρίκος      | Διευθυντής
       394 | Βαλασίδης          | Αναγνώστης   |                 1 |            209 | Τριανταφύλλου      | Ανδρονίκη    | Επιμελητής Α
       394 | Βαλασίδης          | Αναγνώστης   |                 2 |             27 | Τολούδης           | Ανδρονίκη    | Διευθυντής
       395 | Βρακά              | Σταματίνα    |                 1 |             72 | Σταμούλη           | Παγώνα       | Διευθυντής
       396 | Τσουκνίδας         | Ευμένιος     |                 1 |             95 | Ρούσσου            | Οδυσσεύς     | Επιμελητής Α
       396 | Τσουκνίδας         | Ευμένιος     |                 2 |             24 | Μπακοστεργίου      | Μαλβίνα      | Διευθυντής
       397 | Κατσαντώνη         | Ναταλίνα     |                 1 |            172 | Σκούμπρου          | Χρυσαυγή     | Επιμελητής Α
       397 | Κατσαντώνη         | Ναταλίνα     |                 2 |             71 | Πάντζιου           | Πανδώρα      | Διευθυντής
       398 | Πουφτσής           | Θέτις        |                 1 |            130 | Κακαβός            | Κωστούλα     | Επιμελητής Α
       398 | Πουφτσής           | Θέτις        |                 2 |             89 | Σπανοχριστοδούλου  | Ζηναϊς       | Διευθυντής
       399 | Κρεμμύδας          | Καλή         |                 1 |             86 | Χατζελλής          | Ελισάβετ     | Διευθυντής
       400 | Μωρός              | Αντύπας      |                 1 |            200 | Πέππας             | Νικηφόρος    | Επιμελητής Α
       400 | Μωρός              | Αντύπας      |                 2 |              1 | Τουρναβίτης        | Ανδρονίκη    | Διευθυντής
       401 | Δόβας              | Αφροδίτη     |                 1 |            247 | Ανδρεανίδης        | Μαλβίνα      | Επιμελητής Α
       401 | Δόβας              | Αφροδίτη     |                 2 |             50 | Τόμπρη             | Κυπριανή     | Διευθυντής
       402 | Παπαθεοδοσίου      | Βικτωρία     |                 1 |            118 | Μανιάτη            | Ευπραξία     | Επιμελητής Α
       402 | Παπαθεοδοσίου      | Βικτωρία     |                 2 |             27 | Τολούδης           | Ανδρονίκη    | Διευθυντής
       403 | Συμεωνίδου         | Ναταλία      |                 1 |             77 | Καρτάς             | Άλκηστις     | Διευθυντής
       404 | Τριαντακωνσταντής  | Οδυσσέας     |                 1 |             64 | Ξανθοπούλου        | Ινώ          | Διευθυντής
       405 | Κυργιάκης          | Αννίκα       |                 1 |            172 | Σκούμπρου          | Χρυσαυγή     | Επιμελητής Α
       405 | Κυργιάκης          | Αννίκα       |                 2 |             71 | Πάντζιου           | Πανδώρα      | Διευθυντής
       406 | Σακελλαρίου        | Πολυζώης     |                 1 |            112 | Αλυσανδράτου       | Θεοφίλη      | Επιμελητής Α
       406 | Σακελλαρίου        | Πολυζώης     |                 2 |              6 | Καπούνης           | Ηρόδοτος     | Διευθυντής
       407 | Κυριακίδης         | Βρασίδας     |                 1 |            184 | Αντωνόπουλος       | Βαλέριος     | Επιμελητής Α
       407 | Κυριακίδης         | Βρασίδας     |                 2 |             15 | Κιοσές             | Τιμοθέα      | Διευθυντής
       408 | Γρετός             | Σέργιος      |                 1 |             45 | Σιμητοπούλου       | Γερασιμούλα  | Διευθυντής
       409 | Δρακάκη            | Σιρανούς     |                 1 |            243 | Κωνσταντινίδης     | Φραντζέσκα   | Επιμελητής Α
       409 | Δρακάκη            | Σιρανούς     |                 2 |             24 | Μπακοστεργίου      | Μαλβίνα      | Διευθυντής
       410 | Ψυχάρη             | Νικόλαος     |                 1 |             71 | Πάντζιου           | Πανδώρα      | Διευθυντής
       411 | Πολυχρόνης         | Ερμόλαος     |                 1 |            261 | Μπαγανάς           | Μαύρος       | Επιμελητής Α
       411 | Πολυχρόνης         | Ερμόλαος     |                 2 |             13 | Θεοχάρης           | Μαγδαληνός   | Διευθυντής
       412 | Βλάσση             | Λάσκαρης     |                 1 |            118 | Μανιάτη            | Ευπραξία     | Επιμελητής Α
       412 | Βλάσση             | Λάσκαρης     |                 2 |             27 | Τολούδης           | Ανδρονίκη    | Διευθυντής
       413 | Τσανάκα            | Βλασία       |                 1 |            224 | Κανελλόπουλος      | Λήδα         | Επιμελητής Α
       413 | Τσανάκα            | Βλασία       |                 2 |             79 | Χουλιάρας          | Λητώ         | Διευθυντής
       414 | Ντότης             | Χιονιά       |                 1 |             98 | Τυράλης            | Μαυροειδής   | Επιμελητής Α
       414 | Ντότης             | Χιονιά       |                 2 |             38 | Μαμαλά             | Γαβριήλ      | Διευθυντής
       415 | Αποστολίδου        | Περικλής     |                 1 |             89 | Σπανοχριστοδούλου  | Ζηναϊς       | Διευθυντής
       416 | Μανούκας           | Πολυνίκη     |                 1 |             18 | Προύβα             | Λουκία       | Διευθυντής
       417 | Παπουλής           | Αμβρόσιος    |                 1 |            213 | Τορομίδης          | Κασσιανή     | Επιμελητής Α
       417 | Παπουλής           | Αμβρόσιος    |                 2 |             86 | Χατζελλής          | Ελισάβετ     | Διευθυντής
       418 | Χατζηφώτη          | Ρηγούλα      |                 1 |             18 | Προύβα             | Λουκία       | Διευθυντής
       419 | Χορτάτου           | Δαβιδούλα    |                 1 |            260 | Μοσχοβάκη          | Μακάριος     | Επιμελητής Α
       419 | Χορτάτου           | Δαβιδούλα    |                 2 |             10 | Κεσκίνη            | Γερακίνα     | Διευθυντής
       420 | Κουρσάρης          | Παγώνα       |                 1 |             73 | Κωνσταντακόπουλος  | Σάββας       | Διευθυντής
       421 | Καστάνης           | Νέαρχος      |                 1 |             16 | Χρονόπουλος        | Γαλάτεια     | Διευθυντής
       422 | Μπεκάκου           | Λεμονής      |                 1 |            193 | Γούλα              | Φώτιος       | Επιμελητής Α
       422 | Μπεκάκου           | Λεμονής      |                 2 |             53 | Ζηρός              | Αντίπατρος   | Διευθυντής
       423 | Αφρουδάκης         | Εύα          |                 1 |            376 | Τσιαμούρας         | Πάτροκλος    | Επιμελητής Β
       423 | Αφρουδάκης         | Εύα          |                 2 |             57 | Βουτσάς            | Μεταξία      | Διευθυντής
       424 | Κετεσίδου          | Δανιήλ       |                 1 |             93 | Πολυχρονίδης       | Εύκλεια      | Επιμελητής Α
       424 | Κετεσίδου          | Δανιήλ       |                 2 |             18 | Προύβα             | Λουκία       | Διευθυντής
       425 | Τζιόβα             | Κρυσταλλένια |                 1 |              1 | Τουρναβίτης        | Ανδρονίκη    | Διευθυντής
       426 | Παπαστεργίου       | Σώζων        |                 1 |            367 | Κίσσας             | Ρεβέκκα      | Επιμελητής Β
       426 | Παπαστεργίου       | Σώζων        |                 2 |            251 | Καλαργυρός         | Ερατώ        | Επιμελητής Α
       426 | Παπαστεργίου       | Σώζων        |                 3 |             38 | Μαμαλά             | Γαβριήλ      | Διευθυντής
       427 | Σπανός             | Θεμιστοκλής  |                 1 |            187 | Γιαννέλος          | Αγγελική     | Επιμελητής Α
       427 | Σπανός             | Θεμιστοκλής  |                 2 |             34 | Καραγρηγορίου      | Χαραλαμπία   | Διευθυντής
       428 | Ασλανίδου          | Διαμαντής    |                 1 |            227 | Μανίκας            | Μικές        | Επιμελητής Α
       428 | Ασλανίδου          | Διαμαντής    |                 2 |             17 | Χουρζαμάνη         | Ξανθή        | Διευθυντής
       429 | Νικολάτου          | Δίκαιος      |                 1 |            406 | Σακελλαρίου        | Πολυζώης     | Επιμελητής Β
       429 | Νικολάτου          | Δίκαιος      |                 2 |            112 | Αλυσανδράτου       | Θεοφίλη      | Επιμελητής Α
       429 | Νικολάτου          | Δίκαιος      |                 3 |              6 | Καπούνης           | Ηρόδοτος     | Διευθυντής
       430 | Μπλιατσίου         | Θεοδότη      |                 1 |            326 | Ρουσιανός          | Νικολίτσα    | Επιμελητής Β
       430 | Μπλιατσίου         | Θεοδότη      |                 2 |             79 | Χουλιάρας          | Λητώ         | Διευθυντής
       431 | Μαυροπούλου        | Στεφανία     |                 1 |            344 | Δαυίδ              | Ξανθίππη     | Επιμελητής Β
       431 | Μαυροπούλου        | Στεφανία     |                 2 |            101 | Χαρτερός           | Θάλεια       | Επιμελητής Α
       431 | Μαυροπούλου        | Στεφανία     |                 3 |              9 | Σεμπέπου           | Ξανθίππη     | Διευθυντής
       432 | Σακελλαρίου        | Μιχαέλα      |                 1 |             41 | Αγγελίδης          | Αντιγόνη     | Διευθυντής
       433 | Γκάγκα             | Παρθένα      |                 1 |            110 | Γκαλίου            | Όλγα         | Επιμελητής Α
       433 | Γκάγκα             | Παρθένα      |                 2 |             47 | Μηλιώρης           | Ζαχαρένια    | Διευθυντής
       434 | Τάσση              | Θεοδώρα      |                 1 |            211 | Καρβέλη            | Ευσεβεία     | Επιμελητής Α
       434 | Τάσση              | Θεοδώρα      |                 2 |             63 | Γούλα              | Αλεξάνδρα    | Διευθυντής
