 ID Προσωπικού |     Όνομα      |      Επώνυμο       |   Τύπος Προσωπικού   
           532 | Μαυρίκιος      | Σκούμπρου          | Ιατρός
           172 | Χρυσαυγή       | Σκούμπρου          | Ιατρός
           253 | Βιολέτα        | Σκρέκας            | Ιατρός
           586 | Κλημεντίνη     | Σκρεμμύδα          | Ιατρός
           352 | Μηλιά          | Σουλιντζής         | Ιατρός
           214 | Ιάκωβος        | Σουλιντζής         | Ιατρός
           274 | Αριστείδης     | Σπάλας             | Ιατρός
           286 | Παρασκευή      | Σπανίδου           | Ιατρός
           593 | Μαρίνος        | Σπανδωνίδης        | Ιατρός
            48 | Ισίδωρος       | Σπανουδάκης        | Ιατρός
            89 | Ζηναϊς         | Σπανοχριστοδούλου  | Ιατρός
            84 | Βλάσιος        | Σπανοχριστοδούλου  | Ιατρός
           427 | Θεμιστοκλής    | Σπανός             | Ιατρός
           449 | Κίμων          | Σπασέγκου          | Ιατρός
           513 | Βαλεντίνος     | Σπασόπουλος        | Ιατρός
           453 | Αγαμέμνων      | Σπηλιώτης          | Ιατρός
           162 | Δημοκράτης     | Σπορδιλής          | Ιατρός
           495 | Ματθαίος       | Σπορδιλής          | Ιατρός
            29 | Παρασκευάς     | Σταθόπουλος        | Ιατρός
           591 | Αναστασία      | Σταμάτης           | Ιατρός
           518 | Ανδρονίκη      | Σταμέλος           | Ιατρός
           125 | Κρυστάλλης     | Σταμέλος           | Ιατρός
            72 | Παγώνα         | Σταμούλη           | Ιατρός
           349 | Λουκάς         | Σταμούλη           | Ιατρός
           168 | Βερόνικα       | Σταμούλης          | Ιατρός
           561 | Ρίζος          | Σταμούλης          | Ιατρός
           484 | Αρτεμισία      | Σταύρου            | Ιατρός
           259 | Ζηνόβιος       | Στεργιαλής         | Ιατρός
            22 | Σόλων          | Στοφοριάδης        | Ιατρός
           558 | Μαντώ          | Στυλιανίδου        | Ιατρός
            39 | Αρχιμήδης      | Στυλιανίδου        | Ιατρός
           403 | Ναταλία        | Συμεωνίδου         | Ιατρός
           205 | Γαρυφαλλιά     | Συρμού             | Ιατρός
           588 | Πανδώρα        | Σφούνης            | Ιατρός
           156 | Ευρυδίκη       | Σφύρλας            | Ιατρός
           353 | Πελαγία        | Σύκας              | Ιατρός
           434 | Θεοδώρα        | Τάσση              | Ιατρός
           369 | Κοραλία        | Ταβερναράκης       | Ιατρός
           128 | Κάρολος        | Τακαντζάς          | Ιατρός
           284 | Αστέρω         | Ταμιωλάκης         | Ιατρός
           338 | Θέκλα          | Τασιούλας          | Ιατρός
           481 | Αγάπιος        | Ταφραλή            | Ιατρός
            37 | Λεμονής        | Ταφραλή            | Ιατρός
           459 | Τίτος          | Ταχτσίδης          | Ιατρός
           543 | Έξαρχος        | Τζαβέλλας          | Ιατρός
           469 | Αντίγονος      | Τζανουδάκης        | Ιατρός
           372 | Ιακωβίνα       | Τζιάβας            | Ιατρός
           250 | Πανορμίτης     | Τζιωρτζή           | Ιατρός
           161 | Ερωφίλη        | Τζιωρτζή           | Ιατρός
           174 | Λάμπρος        | Τζιωρτζή           | Ιατρός
           425 | Κρυσταλλένια   | Τζιόβα             | Ιατρός
           515 | Τερψιχόρη      | Τζιώτζης           | Ιατρός
            23 | Γιασεμή        | Τζιώτζης           | Ιατρός
           270 | Μιχάλης        | Τζουμάκης          | Ιατρός
            27 | Ανδρονίκη      | Τολούδης           | Ιατρός
           213 | Κασσιανή       | Τορομίδης          | Ιατρός
           181 | Παυσανίας      | Τορομίδης          | Ιατρός
           360 | Στέλλιος       | Τοσούνη            | Ιατρός
           463 | Σωκράτης       | Τουρνά             | Ιατρός
           328 | Αντίγονος      | Τουρνά             | Ιατρός
             1 | Ανδρονίκη      | Τουρναβίτης        | Ιατρός
           562 | Βενιζέλος      | Τρίκα              | Ιατρός
           264 | Λυδία          | Τραγούστη          | Ιατρός
           108 | Θεοδόσιος      | Τραγούστη          | Ιατρός
           471 | Γιώργος        | Τρεντσίου          | Ιατρός
           404 | Οδυσσέας       | Τριαντακωνσταντής  | Ιατρός
           536 | Ερωφίλη        | Τριαντακωνσταντής  | Ιατρός
           209 | Ανδρονίκη      | Τριανταφύλλου      | Ιατρός
             3 | Γαρυφαλλιά     | Τριφτανίδου        | Ιατρός
           582 | Ευαγγελία      | Τσέγας             | Ιατρός
           269 | Πολυχρόνιος    | Τσέτου             | Ιατρός
           566 | Ρούσα          | Τσίμη              | Ιατρός
           435 | Νίκος          | Τσακανίκας         | Ιατρός
           366 | Δέσποινα       | Τσακανίκας         | Ιατρός
           528 | Παυσανίας      | Τσαμαδός           | Ιατρός
           148 | Κώστας         | Τσαμοπούλου        | Ιατρός
           413 | Βλασία         | Τσανάκα            | Ιατρός
           376 | Πάτροκλος      | Τσιαμούρας         | Ιατρός
           583 | Ευρυδίκη       | Τσικνή             | Ιατρός
           313 | Ματθίλδη       | Τσικνιάς           | Ιατρός
           321 | Θηρεσία        | Τσικρίκα           | Ιατρός
           217 | Θεώνη          | Τσιομπάνη          | Ιατρός
            35 | Αντιγόνη       | Τσιρώνης           | Ιατρός
           129 | Ηλίας          | Τσιωλξ             | Ιατρός
           396 | Ευμένιος       | Τσουκνίδας         | Ιατρός
            87 | Βελισσάριος    | Τσούμος            | Ιατρός
           517 | Λεώνη          | Τσόλκας            | Ιατρός
           255 | Ηλιάνα         | Τυράλης            | Ιατρός
            98 | Μαυροειδής     | Τυράλης            | Ιατρός
            50 | Κυπριανή       | Τόμπρη             | Ιατρός
           550 | Νέαρχος        | Φειδερόπουλος      | Ιατρός
           189 | Κλεομένης      | Φειδερόπουλος      | Ιατρός
           467 | Φιλομήλα       | Φιλιάγκου          | Ιατρός
           186 | Παναγιώτα      | Φιλιππόπουλος      | Ιατρός
           144 | Καλομοίρα      | Φουτσιτζής         | Ιατρός
           233 | Υάκινθος       | Φουτσιτζής         | Ιατρός
           555 | Πούλια         | Φούσκας            | Ιατρός
           503 | Σεβαστή        | Φραγκόπουλος       | Ιατρός
           199 | Πελοπίδας      | Φρογάκης           | Ιατρός
            55 | Σπυριδούλα     | Φυτιλή             | Ιατρός
           228 | Βικτόρια       | Φωκαδελής          | Ιατρός
           266 | Αθηνοδώρα      | Φωτογλίδης         | Ιατρός
           103 | Πραξιτέλης     | Φωτόπουλος         | Ιατρός
           380 | Ντανιέλα       | Φωτόπουλος         | Ιατρός
           587 | Μυρσίνη        | Χαβρεδάκης         | Ιατρός
           137 | Φρύνη          | Χαλκίδου           | Ιατρός
           437 | Γαληνός        | Χανταμπή           | Ιατρός
           101 | Θάλεια         | Χαρτερός           | Ιατρός
           579 | Ευσταθία       | Χατζή              | Ιατρός
            44 | Θεολογία       | Χατζαντώνης        | Ιατρός
            86 | Ελισάβετ       | Χατζελλής          | Ιατρός
            46 | Υβόννη         | Χατζηβλασίου       | Ιατρός
            19 | Χρυσόστομη     | Χατζηγεωργίου      | Ιατρός
           282 | Θάλεια         | Χατζηγεωργίου      | Ιατρός
           553 | Μαγδαληνός     | Χατζηκύρκος        | Ιατρός
           542 | Ζαχαρίας       | Χατζησταυράκης     | Ιατρός
           468 | Ουρανία        | Χατζηφώτη          | Ιατρός
           418 | Ρηγούλα        | Χατζηφώτη          | Ιατρός
           594 | Αργυρώ         | Χατζόπουλος        | Ιατρός
           578 | Φλωρεντία      | Χιτός              | Ιατρός
           419 | Δαβιδούλα      | Χορτάτου           | Ιατρός
           507 | Χαρίλαος       | Χορόζη             | Ιατρός
            79 | Λητώ           | Χουλιάρας          | Ιατρός
            17 | Ξανθή          | Χουρζαμάνη         | Ιατρός
           157 | Δωρόθεος       | Χριστάρας          | Ιατρός
           461 | Ευρύκλεια      | Χριστάρας          | Ιατρός
           178 | Ιουλιανός      | Χριστοπούλου       | Ιατρός
           237 | Βαγιανή        | Χριστόπουλος       | Ιατρός
            16 | Γαλάτεια       | Χρονόπουλος        | Ιατρός
           275 | Δροσιά         | Χρυσουλής          | Ιατρός
           287 | Αγαθή          | Ψυρρή              | Ιατρός
           410 | Νικόλαος       | Ψυχάρη             | Ιατρός
            36 | Ουρανία        | Ψυχιάς             | Ιατρός
          1206 | Ιοκάστη        | Έψιμος             | Νοσηλευτής
          1055 | Ευδοκία        | Αβαγιανός          | Νοσηλευτής
          1162 | Θαλής          | Αβραμίδης          | Νοσηλευτής
           817 | Γεράσιμος      | Αβραμιώτης         | Νοσηλευτής
          1122 | Δρόσος         | Αγγελίκας          | Νοσηλευτής
          1007 | Σεραφεία       | Αγγελουσοπούλου    | Νοσηλευτής
           638 | Μάνθα          | Αγκυρόπουλος       | Νοσηλευτής
           857 | Πηγή           | Αδαμόπουλος        | Νοσηλευτής
           718 | Περσεφόνη      | Αθανασάκης         | Νοσηλευτής
           872 | Αγαθάγγελος    | Αθανασιάδη         | Νοσηλευτής
           811 | Αναστασία      | Ακαλίδης           | Νοσηλευτής
           971 | Ταξιάρχης      | Αλατζάκης          | Νοσηλευτής
           741 | Ανάργυρος      | Αλεξανδρίδου       | Νοσηλευτής
           923 | Θηρεσία        | Αλεξοπούλου        | Νοσηλευτής
           677 | Αγαθόνικος     | Αλεξοπούλου        | Νοσηλευτής
          1017 | Ήλια           | Αλεξόπουλος        | Νοσηλευτής
           634 | Πολύδωρα       | Αλυσανδράτου       | Νοσηλευτής
           645 | Δαμασκηνός     | Αλυσανδράτου       | Νοσηλευτής
           606 | Στεργιανή      | Αμπλιάνιτης        | Νοσηλευτής
          1030 | Χριστόφιλη     | Αμυγδαλάκης        | Νοσηλευτής
           627 | Πλούταρχος     | Αμυγδαλάκης        | Νοσηλευτής
          1016 | Μακρίνα        | Αναστασάκης        | Νοσηλευτής
           808 | Σεραφείμ       | Αναστασίου         | Νοσηλευτής
           719 | Ιάκωβος        | Αναστασόπουλος     | Νοσηλευτής
          1212 | Ευγενία        | Αναστασόπουλος     | Νοσηλευτής
           803 | Κυβέλη         | Ανδρεανίδης        | Νοσηλευτής
          1210 | Ζαφείρης       | Ανδρεανίδης        | Νοσηλευτής
          1245 | Διονύσιος      | Ανδρεανίδης        | Νοσηλευτής
           859 | Θεοφύλακτος    | Ανδριανός          | Νοσηλευτής
           927 | Τζένη          | Ανδριώτης          | Νοσηλευτής
          1087 | Θεοφίλη        | Ανεζάκη            | Νοσηλευτής
           763 | Όμηρος         | Ανεζάκη            | Νοσηλευτής
           753 | Βενιζέλος      | Αντωνέας           | Νοσηλευτής
           985 | Βέρα           | Αντωνίου           | Νοσηλευτής
           632 | Ακρίτας        | Αντωνίου           | Νοσηλευτής
           844 | Ευσέβιος       | Αντωνίου           | Νοσηλευτής
          1114 | Σταμάτης       | Αντωνόπουλος       | Νοσηλευτής
           954 | Αριστέα        | Αποστολάκης        | Νοσηλευτής
          1229 | Βικτωρία       | Αποστολίδου        | Νοσηλευτής
           731 | Ναταλίνα       | Αποστολόπουλος     | Νοσηλευτής
           616 | Μακάριος       | Αραπάκη            | Νοσηλευτής
           874 | Δημούλα        | Αραπίδου           | Νοσηλευτής
           855 | Αριστέα        | Αργυρής            | Νοσηλευτής
          1091 | Ανδροκλής      | Αρσενάκη           | Νοσηλευτής
           936 | Ευανθία        | Αρχάκη             | Νοσηλευτής
          1215 | Νίκανδρος      | Αρχάκη             | Νοσηλευτής
          1083 | Αφροδίτη       | Αρχαυλής           | Νοσηλευτής
           669 | Προδρομία      | Ασημόπουλος        | Νοσηλευτής
           628 | Αποστολία      | Ασημόπουλος        | Νοσηλευτής
           783 | Θηρεσία        | Ασλανίδου          | Νοσηλευτής
          1164 | Ησαΐας         | Ατσαλάκη           | Νοσηλευτής
          1024 | Λεονάρδος      | Ατσαλάκη           | Νοσηλευτής
           952 | Ηράκλεια       | Αυγουστής          | Νοσηλευτής
           858 | Παντελία       | Βαΐου              | Νοσηλευτής
           626 | Μεταξία        | Βαβουράκης         | Νοσηλευτής
          1145 | Ρόζα           | Βαζούρα            | Νοσηλευτής
           720 | Οδύσσεια       | Βακαλάκης          | Νοσηλευτής
           956 | Χρυσοβαλάντου  | Βακαλάκης          | Νοσηλευτής
           635 | Παντελεήμων    | Βακουφτσή          | Νοσηλευτής
           999 | Αναξαγόρας     | Βακουφτσή          | Νοσηλευτής
          1004 | Αλέξανδρος     | Βαμβουκάκη         | Νοσηλευτής
           656 | Ματθίλδη       | Βαρδάκης           | Νοσηλευτής
           729 | Πολυχρόνιος    | Βαρδάκης           | Νοσηλευτής
          1141 | Αγαπητός       | Βαρουτίδου         | Νοσηλευτής
           906 | Λεωνίδας       | Βασιλείου          | Νοσηλευτής
           664 | Μαυρούδης      | Βασιλείου          | Νοσηλευτής
           860 | Φιλιώ          | Βασιλείου          | Νοσηλευτής
          1038 | Πρόδρομος      | Βαϊραμίδου         | Νοσηλευτής
           678 | Παναγία        | Βελεντζάς          | Νοσηλευτής
           752 | Διδώ           | Βιτσαξής           | Νοσηλευτής
          1173 | Αγάπιος        | Βλάσση             | Νοσηλευτής
           619 | Χαρά           | Βλάχος             | Νοσηλευτής
           774 | Τριαντάφυλλος  | Βλαχονικολέας      | Νοσηλευτής
          1160 | Αναγνώστης     | Βλησαρούλης        | Νοσηλευτής
          1183 | Λεωνιδιά       | Βούλκος            | Νοσηλευτής
           776 | Δόμνα          | Γάτος              | Νοσηλευτής
           648 | Θεόκλητος      | Γαβριήλ            | Νοσηλευτής
          1108 | Ξανθή          | Γαβριήλ            | Νοσηλευτής
           841 | Δέσποινα       | Γαβριδάκης         | Νοσηλευτής
          1018 | Επιστήμη       | Γαβριηλίδη         | Νοσηλευτής
           693 | Ματρώνη        | Γαβριηλίδη         | Νοσηλευτής
           733 | Ανάργυρος      | Γαλατούλας         | Νοσηλευτής
           746 | Αγλαΐα         | Γεννηματάς         | Νοσηλευτής
          1052 | Θεόδωρος       | Γεράρδης           | Νοσηλευτής
           922 | Χριστοφόρα     | Γεράρδης           | Νοσηλευτής
           672 | Αλκιβιάδης     | Γεροκώστα          | Νοσηλευτής
          1142 | Κωνσταντία     | Γερούκη            | Νοσηλευτής
           781 | Γερασιμούλα    | Γεωργακοπούλου     | Νοσηλευτής
          1078 | Χρυσή          | Γεωργακόπουλος     | Νοσηλευτής
           838 | Ιωάννα         | Γεωργαλάς          | Νοσηλευτής
           996 | Βικέντια       | Γεωργουλάκη        | Νοσηλευτής
          1031 | Ανέστης        | Γεωργούλα          | Νοσηλευτής
           905 | Βαλεντίνα      | Γεωργούλα          | Νοσηλευτής
           997 | Ίων            | Γιαννάκης          | Νοσηλευτής
          1134 | Πολυξένη       | Γιαννές            | Νοσηλευτής
           666 | Μαντώ          | Γιαννακουδάκης     | Νοσηλευτής
          1247 | Φαίδων         | Γιαννακόπουλος     | Νοσηλευτής
          1178 | Ιούλιος        | Γιαπατζής          | Νοσηλευτής
           863 | Προμηθέας      | Γκάγκας            | Νοσηλευτής
           824 | Ζαμπέτα        | Γκαλίου            | Νοσηλευτής
           942 | Εύκλεια        | Γκαλίου            | Νοσηλευτής
           758 | Μίνωας         | Γκαλίου            | Νοσηλευτής
           895 | Ζαφείρης       | Γκαλίου            | Νοσηλευτής
          1071 | Διαμάντω       | Γκατζογιάννης      | Νοσηλευτής
           790 | Υάκινθος       | Γκιολδελής         | Νοσηλευτής
          1159 | Πολυχρονία     | Γκιολδελής         | Νοσηλευτής
           809 | Δομήνικος      | Γκιριτζιώνη        | Νοσηλευτής
           668 | Δωροθέα        | Γκούβα             | Νοσηλευτής
           771 | Χαρίλαος       | Γκούβα             | Νοσηλευτής
           840 | Πωλίνα         | Γκόνη              | Νοσηλευτής
           889 | Αθηναγόρας     | Γκότσης            | Νοσηλευτής
           709 | Σταματίνα      | Γούλα              | Νοσηλευτής
           652 | Χριστόφιλη     | Γούπα              | Νοσηλευτής
           734 | Αυγουστίνα     | Γρίβας             | Νοσηλευτής
          1119 | Αρτέμιος       | Γρηγορίου          | Νοσηλευτής
          1224 | Ροδάνθη        | Γρηγοροπούλου      | Νοσηλευτής
           940 | Μαριγώ         | Δάρας              | Νοσηλευτής
           843 | Αριστομένης    | Δέλιος             | Νοσηλευτής
           640 | Σταμάτης       | Δαγλή              | Νοσηλευτής
           915 | Γρηγόριος      | Δαγλή              | Νοσηλευτής
          1175 | Νικήτας        | Δακαναλής          | Νοσηλευτής
          1090 | Ναθαναήλ       | Δαμαλά             | Νοσηλευτής
          1243 | Λάσκαρης       | Δαμαλά             | Νοσηλευτής
          1167 | Προκόπιος      | Δανέζης            | Νοσηλευτής
          1025 | Μιχαήλ         | Δανιηλίδης         | Νοσηλευτής
          1005 | Γερασιμούλα    | Δαρσακλή           | Νοσηλευτής
          1234 | Διαμάντω       | Δαυίδ              | Νοσηλευτής
          1057 | Γαλάτιος       | Δεδούκου           | Νοσηλευτής
           705 | Βερόνικα       | Δερλώπα            | Νοσηλευτής
           807 | Εριέτα         | Δημητρίου          | Νοσηλευτής
          1249 | Κλεοπάτρα      | Δημητρίου          | Νοσηλευτής
          1026 | Σπυριδούλα     | Δημοβελής          | Νοσηλευτής
           766 | Άριστος        | Δημτσούδη          | Νοσηλευτής
           690 | Θησεύς         | Δημόπουλος         | Νοσηλευτής
           813 | Κοραλία        | Διακάκης           | Νοσηλευτής
           868 | Στέλλα         | Διακουμή           | Νοσηλευτής
           945 | Εμμανουέλα     | Δουβίκας           | Νοσηλευτής
           757 | Πολυνίκη       | Δουκατζής          | Νοσηλευτής
           842 | Πανωραία       | Δουλάμη            | Νοσηλευτής
           703 | Κάρολος        | Δρίβα              | Νοσηλευτής
           679 | Αριστομένης    | Δρακόπουλος        | Νοσηλευτής
           769 | Ευδοκία        | Δρουλιάς           | Νοσηλευτής
          1197 | Ζαχαρίας       | Δρουλιάς           | Νοσηλευτής
           968 | Πολύδωρος      | Δώρη               | Νοσηλευτής
          1059 | Σεβαστιανή     | Δώρη               | Νοσηλευτής
          1125 | Όθων           | Ελευθερίου         | Νοσηλευτής
           722 | Γραμματική     | Ελευθερίου         | Νοσηλευτής
          1235 | Προμηθέας      | Ελευθερίου         | Νοσηλευτής
           671 | Απόστολος      | Ελευθερίου         | Νοσηλευτής
          1040 | Ιάσονας        | Ελευθερίου         | Νοσηλευτής
           772 | Ευστάθιος      | Εμμανουήλ          | Νοσηλευτής
           990 | Θεόφραστος     | Ευαγγελάκη         | Νοσηλευτής
          1123 | Βλάσιος        | Ευκαρπίδης         | Νοσηλευτής
          1140 | Χριστόφιλη     | Ευστρατόπουλος     | Νοσηλευτής
           908 | Θεολόγος       | Ευταξιάς           | Νοσηλευτής
           924 | Καλυψώ         | Ζαχαρίου           | Νοσηλευτής
          1042 | Κοσμάς         | Ζαχαρίου           | Νοσηλευτής
          1027 | Σάββας         | Ζερβά              | Νοσηλευτής
           786 | Ασημάκης       | Ζερβά              | Νοσηλευτής
           714 | Χρυσόστομη     | Ζευγίτης           | Νοσηλευτής
          1060 | Υάκινθος       | Ζηδιανάκης         | Νοσηλευτής
          1041 | Σαββούλα       | Ζηματίκας          | Νοσηλευτής
          1199 | Βαγιανή        | Ζιώγος             | Νοσηλευτής
          1244 | Ευθυμία        | Ζολώτας            | Νοσηλευτής
           723 | Κρυστάλλης     | Ζορμπάς            | Νοσηλευτής
           615 | Τατιάνα        | Ζουλούμης          | Νοσηλευτής
          1203 | Θεοφανία       | Θεοδοσίου          | Νοσηλευτής
           789 | Φερενίκη       | Θεοδοσιάδου        | Νοσηλευτής
          1151 | Βλασία         | Θεοδοσιάδου        | Νοσηλευτής
           710 | Δήμητρα        | Θεοδωρικάκος       | Νοσηλευτής
          1037 | Άννα           | Θεοδωροπούλου      | Νοσηλευτής
          1049 | Φιλομήλα       | Θεοδωροπούλου      | Νοσηλευτής
          1232 | Θεόκλεια       | Θεοδωρόπουλος      | Νοσηλευτής
           736 | Ξανθή          | Θεοδωρόπουλος      | Νοσηλευτής
           921 | Μηλιά          | Θεοδωρόπουλος      | Νοσηλευτής
          1035 | Κονδυλία       | Θεοχάρης           | Νοσηλευτής
           865 | Λάμπρος        | Θηβαίος            | Νοσηλευτής
          1066 | Ζαμπέτα        | Θωμάκου            | Νοσηλευτής
           914 | Κλήμης         | Ιατρόπουλος        | Νοσηλευτής
          1188 | Αλκμήνη        | Ιωακείμ            | Νοσηλευτής
           852 | Ξανθός         | Ιωακείμ            | Νοσηλευτής
           832 | Κρυστάλλης     | Ιωακειμίδου        | Νοσηλευτής
           894 | Μαλαματένια    | Ιωακειμίδου        | Νοσηλευτής
           950 | Μιχάλης        | Κάκκα              | Νοσηλευτής
          1054 | Βλάσης         | Καβούρης           | Νοσηλευτής
           660 | Κοραλία        | Κακοτρίχη          | Νοσηλευτής
           819 | Παύλος         | Κακοτρίχη          | Νοσηλευτής
           930 | Αγάπη          | Κακοτρίχη          | Νοσηλευτής
          1089 | Θεοφύλακτος    | Καλαμαράκης        | Νοσηλευτής
           932 | Χρυσοβαλάντου  | Καλαμπαλίκης       | Νοσηλευτής
           612 | Βάιος          | Καλαϊτζάκης        | Νοσηλευτής
          1131 | Αντωνία        | Καλογιαννάκη       | Νοσηλευτής
          1023 | Κικιλία        | Καλογιαννάκη       | Νοσηλευτής
          1198 | Ασπασία        | Καλογιαννάκη       | Νοσηλευτής
          1129 | Γρηγόριος      | Καμινάρη           | Νοσηλευτής
           975 | Λάζαρος        | Καμπάκας           | Νοσηλευτής
           798 | Ρουμπίνη       | Καμποσάκης         | Νοσηλευτής
          1184 | Παντελεήμων    | Καμποσάκης         | Νοσηλευτής
          1182 | Βαρβάρα        | Καμπούρη           | Νοσηλευτής
           625 | Καλή           | Κανελή             | Νοσηλευτής
          1190 | Μαρία          | Κανελλή            | Νοσηλευτής
           830 | Μαντώ          | Καπούνης           | Νοσηλευτής
          1044 | Εριφύλη        | Καράμπη            | Νοσηλευτής
          1051 | Εριέτα         | Καράνης            | Νοσηλευτής
          1230 | Χάρις          | Καραγιάννης        | Νοσηλευτής
           767 | Σπυριδούλα     | Καραγιοβάννη       | Νοσηλευτής
           611 | Χριστιάνα      | Καραδήμος          | Νοσηλευτής
           768 | Σοφοκλής       | Καρακώστα          | Νοσηλευτής
          1146 | Θεοδούλη       | Καρακώστα          | Νοσηλευτής
          1045 | Αντωνία        | Καραλής            | Νοσηλευτής
           712 | Περιστέρα      | Καραμάνη           | Νοσηλευτής
          1221 | Κοκκώνα        | Καραμάνος          | Νοσηλευτής
           683 | Μεγακλής       | Καρανασίου         | Νοσηλευτής
           686 | Μελίνα         | Καρατζίκος         | Νοσηλευτής
           644 | Ινώ            | Καρατζαφέρης       | Νοσηλευτής
           941 | Κωνσταντίνος   | Καρβέλη            | Νοσηλευτής
          1202 | Ευδοξία        | Καρολίδου          | Νοσηλευτής
           604 | Φιλαρέτη       | Καρυπίδης          | Νοσηλευτής
           653 | Ζαφείριος      | Καρυπίδης          | Νοσηλευτής
          1105 | Αδαμαντία      | Καρυπίδης          | Νοσηλευτής
           913 | Ελπίς          | Κατάκης            | Νοσηλευτής
          1195 | Βασιλεία       | Κατιρτζής          | Νοσηλευτής
          1205 | Αδάμ           | Κατσανίκου         | Νοσηλευτής
           636 | Βενετία        | Κατσαφάδου         | Νοσηλευτής
           880 | Κυπριανός      | Κατσαφάδου         | Νοσηλευτής
           931 | Βαρσάμος       | Κατσιλλή           | Νοσηλευτής
           917 | Ανάργυρος      | Κατσιλλή           | Νοσηλευτής
          1104 | Φίλιππος       | Κατσούλα           | Νοσηλευτής
          1077 | Σωτήριος       | Καφφέ              | Νοσηλευτής
           814 | Ελένη          | Καχριμανίδη        | Νοσηλευτής
           929 | Χριστιάνα      | Καψάλης            | Νοσηλευτής
          1187 | Θεοφύλακτη     | Κεσίση             | Νοσηλευτής
           614 | Ευκλείδης      | Κεσεμίδης          | Νοσηλευτής
           804 | Ρωξάνη         | Κετεσίδου          | Νοσηλευτής
           675 | Φρίξος         | Κιορίδου           | Νοσηλευτής
           657 | Δαμιανή        | Κιούσης            | Νοσηλευτής
           993 | Βάιος          | Κοκκινίδου         | Νοσηλευτής
          1139 | Θεοδόσιος      | Κοκορδέλης         | Νοσηλευτής
          1201 | Κυπριανός      | Κολοβός            | Νοσηλευτής
           702 | Ιωνάς          | Κολοκάθης          | Νοσηλευτής
          1097 | Γαβριήλ        | Κολτσάκη           | Νοσηλευτής
           904 | Κλήμης         | Κομκούδης          | Νοσηλευτής
           797 | Γκίκας         | Κονδυλίδης         | Νοσηλευτής
           866 | Πανδώρα        | Κοντογιάννη        | Νοσηλευτής
           676 | Αρτεμισία      | Κοντός             | Νοσηλευτής
          1010 | Μερκούριος     | Κοτσαρής           | Νοσηλευτής
          1116 | Χλόη           | Κοτσαρής           | Νοσηλευτής
           848 | Μακάριος       | Κουκλατζής         | Νοσηλευτής
           788 | Εμμανουήλ      | Κουκουθάκη         | Νοσηλευτής
          1135 | Νικήτας        | Κουκουλιάντας      | Νοσηλευτής
           700 | Σεβαστιανός    | Κουμάρα            | Νοσηλευτής
           691 | Ζηναϊς         | Κουρής             | Νοσηλευτής
          1062 | Ευριπίδης      | Κουτεντάκης        | Νοσηλευτής
           697 | Γαρυφαλλιά     | Κουτκιά            | Νοσηλευτής
           745 | Φερενίκη       | Κουτουζίδου        | Νοσηλευτής
          1028 | Μαλαματένια    | Κουτσικούρη        | Νοσηλευτής
          1155 | Ζαφείρης       | Κουτσογιάννόπουλος | Νοσηλευτής
           779 | Αναξαγόρας     | Κουτσονίκα         | Νοσηλευτής
           909 | Βλάσιος        | Κουτσουλής         | Νοσηλευτής
          1211 | Ζαφείρης       | Κουτσουνάκη        | Νοσηλευτής
           957 | Φλώρα          | Κουτσουνάκη        | Νοσηλευτής
           939 | Τίμων          | Κουτσούμπη         | Νοσηλευτής
          1085 | Κυπαρισσία     | Κουτσούρας         | Νοσηλευτής
          1186 | Ναπολέων       | Κοφινάκη           | Νοσηλευτής
           748 | Δημοκράτης     | Κούρτης            | Νοσηλευτής
           673 | Κλειώ          | Κούτρης            | Νοσηλευτής
          1096 | Ζαχαρένια      | Κούτρης            | Νοσηλευτής
           828 | Ζηνόβιος       | Κούτσικος          | Νοσηλευτής
          1223 | Αγαμέμνων      | Κρεμμύδας          | Νοσηλευτής
           692 | Περσεφόνη      | Κυπριώτης          | Νοσηλευτής
           796 | Ποθητή         | Κυργιά             | Νοσηλευτής
          1034 | Παράσχος       | Κυργιά             | Νοσηλευτής
           833 | Λογοθέτης      | Κυριακάκης         | Νοσηλευτής
           965 | Γκίκας         | Κυρκούδη           | Νοσηλευτής
           689 | Ασημής         | Κυρούδη            | Νοσηλευτής
           743 | Αθηναγόρας     | Κυρούδη            | Νοσηλευτής
           810 | Λεονάρδος      | Κωνσταντινίδου     | Νοσηλευτής
           760 | Παναγιώτα      | Κωνσταντόπουλος    | Νοσηλευτής
          1115 | Φιλιώ          | Κωνσταντόπουλος    | Νοσηλευτής
          1207 | Ραλλία         | Κωστάκης           | Νοσηλευτής
           887 | Δράκων         | Κωστίδης           | Νοσηλευτής
          1180 | Νερατζιά       | Κωστοπούλου        | Νοσηλευτής
           761 | Βησσαρίων      | Κωστούλας          | Νοσηλευτής
          1150 | Χρύσανθος      | Κωτούλας           | Νοσηλευτής
          1084 | Φλωρεντία      | Κωτσίδης           | Νοσηλευτής
          1176 | Κυριάκος       | Κωτσιονοπούλου     | Νοσηλευτής
          1216 | Αρτεμισία      | Λάλας              | Νοσηλευτής
           770 | Αρχοντία       | Λάτσκος            | Νοσηλευτής
           694 | Ξενοφών        | Λαγοπάτης          | Νοσηλευτής
           854 | Απόλλων        | Λαμπρινός          | Νοσηλευτής
          1014 | Ασκληπιός      | Λαουρδέκης         | Νοσηλευτής
           704 | Φιλαρέτη       | Λαφατζής           | Νοσηλευτής
          1189 | Τρισεύγενη     | Λιανάκης           | Νοσηλευτής
